#Organism Name,Assembly,BioProject,BioSample,CDS,GC%,GenBank FTP,Host,Level,Neighbors,Organism Groups,RefSeq FTP,Release Date,Replicons,Replicons.1,Scaffolds,Size(Mb),Strain,WGS
Staphylococcus epidermidis,GCA_002750305.2,PRJNA415995,SAMN07839767,2328,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/305/GCA_002750305.2_ASM275030v2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/305/GCF_002750305.2_ASM275030v2,2017-11-04T00:00:00Z,,,68.0,2.4849099999999997,SCH-14,PEJD02
Staphylococcus epidermidis,GCA_007672815.1,PRJNA543692,SAMN11792565,2415,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/815/GCA_007672815.1_ASM767281v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/815/GCF_007672815.1_ASM767281v1,2019-07-30T00:00:00Z,,,926.0,2.74464,DE0405,VDTH01
Staphylococcus epidermidis,GCA_007672825.1,PRJNA543692,SAMN11792564,2400,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/825/GCA_007672825.1_ASM767282v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/825/GCF_007672825.1_ASM767282v1,2019-07-30T00:00:00Z,,,77.0,2.5998,DE0404,VDTI01
Staphylococcus epidermidis,GCA_007673315.1,PRJNA543692,SAMN11792534,2299,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/315/GCA_007673315.1_ASM767331v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/315/GCF_007673315.1_ASM767331v1,2019-07-30T00:00:00Z,,,85.0,2.44165,DE0374,VDZD01
Staphylococcus epidermidis,GCA_002750395.1,PRJNA415995,SAMN07839756,2463,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/395/GCA_002750395.1_ASM275039v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/395/GCF_002750395.1_ASM275039v1,2017-11-04T00:00:00Z,,,75.0,2.61348,SCH-3,PEIS01
Staphylococcus epidermidis,GCA_007673995.1,PRJNA543692,SAMN11792478,2469,32.5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/995/GCA_007673995.1_ASM767399v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/995/GCF_007673995.1_ASM767399v1,2019-07-30T00:00:00Z,,,1709.0,2.96137,DE0318,VEAR01
Staphylococcus epidermidis,GCA_007677005.1,PRJNA543692,SAMN11792433,2331,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/677/005/GCA_007677005.1_ASM767700v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/005/GCF_007677005.1_ASM767700v1,2019-07-30T00:00:00Z,,,80.0,2.48999,DE0273,VEBW01
Staphylococcus epidermidis,GCA_007677255.1,PRJNA543692,SAMN11792414,2359,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/677/255/GCA_007677255.1_ASM767725v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/255/GCF_007677255.1_ASM767725v1,2019-07-30T00:00:00Z,,,83.0,2.49873,DE0254,VECG01
Staphylococcus epidermidis,GCA_007667855.1,PRJNA543692,SAMN11792609,2369,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/667/855/GCA_007667855.1_ASM766785v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/855/GCF_007667855.1_ASM766785v1,2019-07-30T00:00:00Z,,,67.0,2.5087099999999998,DE0449,VDRX01
Staphylococcus epidermidis,GCA_007672775.1,PRJNA543692,SAMN11792566,2342,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/775/GCA_007672775.1_ASM767277v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/775/GCF_007672775.1_ASM767277v1,2019-07-30T00:00:00Z,,,85.0,2.50115,DE0406,VDTG01
Staphylococcus epidermidis,GCA_002750175.1,PRJNA415995,SAMN07839757,2445,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/175/GCA_002750175.1_ASM275017v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/175/GCF_002750175.1_ASM275017v1,2017-11-04T00:00:00Z,,,61.0,2.59532,SCH-4,PEIT01
Staphylococcus epidermidis,GCA_900169475.1,PRJEB19953,SAMEA103910387,2451,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/475/GCA_900169475.1_ID412_assemblyCLC,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/475/GCF_900169475.1_ID412_assemblyCLC,2017-03-19T00:00:00Z,,,51.0,2.58675,staphylococcus epidermidis,FWCG01
Staphylococcus epidermidis,GCA_003860105.1,PRJNA415995,SAMN10490861,2452,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/105/GCA_003860105.1_ASM386010v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/105/GCF_003860105.1_ASM386010v1,2018-12-03T00:00:00Z,,,81.0,2.60253,107.2cured,RQYB01
Staphylococcus epidermidis,GCA_007672405.1,PRJNA543692,SAMN11792586,2338,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/405/GCA_007672405.1_ASM767240v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/405/GCF_007672405.1_ASM767240v1,2019-07-30T00:00:00Z,,,54.0,2.49303,DE0426,VDSP01
Staphylococcus epidermidis,GCA_900205825.1,PRJEB21503,SAMEA104168464,2314,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/205/825/GCA_900205825.1_WGS407_S15,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/205/825/GCF_900205825.1_WGS407_S15,2017-11-23T00:00:00Z,,,40.0,2.4603599999999997,C3,OAOC01
Staphylococcus epidermidis,GCA_007673845.1,PRJNA543692,SAMN11792489,2324,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/845/GCA_007673845.1_ASM767384v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/845/GCF_007673845.1_ASM767384v1,2019-07-30T00:00:00Z,,,915.0,2.63815,DE0329,VEAK01
Staphylococcus epidermidis,GCA_007674005.1,PRJNA543692,SAMN11792476,2268,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/674/005/GCA_007674005.1_ASM767400v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/674/005/GCF_007674005.1_ASM767400v1,2019-07-30T00:00:00Z,,,162.0,2.4184400000000004,DE0316,VEAT01
Staphylococcus epidermidis,GCA_007666125.1,PRJNA543692,SAMN11792714,2285,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/666/125/GCA_007666125.1_ASM766612v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/125/GCF_007666125.1_ASM766612v1,2019-07-30T00:00:00Z,,,75.0,2.42227,DE0554,VDOO01
Staphylococcus epidermidis PM221,GCA_007667525.1,PRJNA543692,SAMN11792629,2320,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/667/525/GCA_007667525.1_ASM766752v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/525/GCF_007667525.1_ASM766752v1,2019-07-30T00:00:00Z,,,924.0,2.6396599999999997,DE0469,VDRG01
Staphylococcus epidermidis PM221,GCA_007677025.1,PRJNA543692,SAMN11792436,2334,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/677/025/GCA_007677025.1_ASM767702v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/025/GCF_007677025.1_ASM767702v1,2019-07-30T00:00:00Z,,,87.0,2.48895,DE0276,VEBU01
Staphylococcus epidermidis,GCA_002750125.1,PRJNA415995,SAMN07839760,2472,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/125/GCA_002750125.1_ASM275012v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/125/GCF_002750125.1_ASM275012v1,2017-11-04T00:00:00Z,,,79.0,2.6191299999999997,SCH-7,PEIW01
Staphylococcus epidermidis M0881,GCA_000362145.1,PRJNA171275,SAMN01047814,2473,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/362/145/GCA_000362145.1_Stap_aure_M0881_V1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/362/145/GCF_000362145.1_Stap_aure_M0881_V1,2013-04-09T00:00:00Z,,,9.0,2.67828,M0881,AOAJ01
Staphylococcus epidermidis,GCA_007666895.1,PRJNA543692,SAMN11792667,2237,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/666/895/GCA_007666895.1_ASM766689v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/895/GCF_007666895.1_ASM766689v1,2019-07-30T00:00:00Z,,,75.0,2.39794,DE0507,VDQB01
Staphylococcus epidermidis,GCA_007673575.1,PRJNA543692,SAMN11792510,2328,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/575/GCA_007673575.1_ASM767357v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/575/GCF_007673575.1_ASM767357v1,2019-07-30T00:00:00Z,,,154.0,2.4725599999999996,DE0350,VDZW01
Staphylococcus epidermidis,GCA_007666105.1,PRJNA543692,SAMN11792718,2281,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/666/105/GCA_007666105.1_ASM766610v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/105/GCF_007666105.1_ASM766610v1,2019-07-30T00:00:00Z,,,100.0,2.42256,DE0558,VDOM01
Staphylococcus epidermidis,GCA_007679125.1,PRJNA543692,SAMN11792284,2457,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/679/125/GCA_007679125.1_ASM767912v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/679/125/GCF_007679125.1_ASM767912v1,2019-07-30T00:00:00Z,,,186.0,2.61347,DE0124,VEFW01
Staphylococcus epidermidis,GCA_007667755.1,PRJNA543692,SAMN11792615,2327,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/667/755/GCA_007667755.1_ASM766775v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/755/GCF_007667755.1_ASM766775v1,2019-07-30T00:00:00Z,,,73.0,2.47265,DE0455,VDRR01
Staphylococcus epidermidis,GCA_900199615.1,PRJEB21503,SAMEA104168467,2325,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/615/GCA_900199615.1_WGS408_S16,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/615/GCF_900199615.1_WGS408_S16,2017-11-24T00:00:00Z,,,47.0,2.50787,C7,FZRF01
Staphylococcus epidermidis,GCA_007666885.1,PRJNA543692,SAMN11792669,2316,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/666/885/GCA_007666885.1_ASM766688v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/885/GCF_007666885.1_ASM766688v1,2019-07-30T00:00:00Z,,,55.0,2.4786099999999998,DE0509,VDPZ01
Staphylococcus epidermidis,GCA_007673635.1,PRJNA543692,SAMN11792507,2522,32.5,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/635/GCA_007673635.1_ASM767363v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/635/GCF_007673635.1_ASM767363v1,2019-07-30T00:00:00Z,,,1655.0,2.95339,DE0347,VDZZ01
Staphylococcus epidermidis WI09,GCA_000418165.2,PRJNA207999,SAMN02470519,2580,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/165/GCA_000418165.2_WI09_v2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/165/GCF_000418165.2_WI09_v2,2013-07-02T00:00:00Z,,,95.0,2.76281,WI09,ATDH02
Staphylococcus epidermidis M0026,GCA_000551165.1,PRJNA216172,SAMN02325127,2379,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/551/165/GCA_000551165.1_Stap_epid_M0026_V1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/551/165/GCF_000551165.1_Stap_epid_M0026_V1,2014-02-04T00:00:00Z,,,67.0,2.5263,M0026,JBVX01
Staphylococcus epidermidis,GCA_007678005.1,PRJNA543692,SAMN11792353,2586,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/678/005/GCA_007678005.1_ASM767800v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/005/GCF_007678005.1_ASM767800v1,2019-07-30T00:00:00Z,,,526.0,2.7882700000000002,DE0193,VEDU01
Staphylococcus epidermidis,GCA_002750345.1,PRJNA415995,SAMN07839761,2425,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/345/GCA_002750345.1_ASM275034v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/345/GCF_002750345.1_ASM275034v1,2017-11-04T00:00:00Z,,,69.0,2.59334,SCH-8,PEIX01
Staphylococcus epidermidis,GCA_007677655.1,PRJNA543692,SAMN11792381,2388,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/677/655/GCA_007677655.1_ASM767765v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/655/GCF_007677655.1_ASM767765v1,2019-07-30T00:00:00Z,,,1043.0,2.74448,DE0221,VEDB01
Staphylococcus epidermidis,GCA_009648365.1,PRJNA578490,SAMN13064475,2443,33.7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/365/GCA_009648365.1_ASM964836v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/365/GCF_009648365.1_ASM964836v1,2019-11-10T00:00:00Z,,,826.0,2.68738,KY14P,WJGW01
Staphylococcus epidermidis Scl19,GCA_000418025.2,PRJNA207992,SAMN02470517,2415,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/025/GCA_000418025.2_SCL19_v2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/025/GCF_000418025.2_SCL19_v2,2013-07-02T00:00:00Z,,,143.0,2.58658,Scl19,ATDA02
Staphylococcus epidermidis,GCA_003687195.1,PRJNA415995,SAMN10232707,2448,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/195/GCA_003687195.1_ASM368719v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/195/GCF_003687195.1_ASM368719v1,2018-10-24T00:00:00Z,,,83.0,2.60047,171.10,RDED01
Staphylococcus epidermidis M23864:W2(grey),GCA_000164075.1,PRJNA34643,SAMN02299424,2380,32.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/075/GCA_000164075.1_ASM16407v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/075/GCF_000164075.1_ASM16407v1,2010-03-22T00:00:00Z,,,13.0,2.52335,M23864:W2(grey),ADMU01
Staphylococcus epidermidis,GCA_007673625.1,PRJNA543692,SAMN11792508,2460,32.6,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/625/GCA_007673625.1_ASM767362v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/625/GCF_007673625.1_ASM767362v1,2019-07-30T00:00:00Z,,,1618.0,2.9264900000000003,DE0348,VDZY01
Staphylococcus epidermidis,GCA_003687395.1,PRJNA415995,SAMN10232693,2504,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/395/GCA_003687395.1_ASM368739v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/395/GCF_003687395.1_ASM368739v1,2018-10-24T00:00:00Z,,,70.0,2.6289599999999997,15.1,RDER01
Staphylococcus epidermidis,GCA_003687295.1,PRJNA415995,SAMN10232697,2520,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/295/GCA_003687295.1_ASM368729v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/295/GCF_003687295.1_ASM368729v1,2018-10-24T00:00:00Z,,,67.0,2.64377,125.8,RDEN01
Staphylococcus epidermidis,GCA_001072795.1,PRJNA267549,SAMN03197597,2429,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/795/GCA_001072795.1_ASM107279v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/795/GCF_001072795.1_ASM107279v1,2015-07-10T00:00:00Z,,,55.0,2.56168,407_SEPI,JVIJ01
Staphylococcus epidermidis,GCA_001073075.1,PRJNA267549,SAMN03197654,2424,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/075/GCA_001073075.1_ASM107307v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/075/GCF_001073075.1_ASM107307v1,2015-07-10T00:00:00Z,,,83.0,2.5743099999999997,460_SEPI,JVGE01
Staphylococcus epidermidis,GCA_003687035.1,PRJNA415995,SAMN10232694,2571,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/035/GCA_003687035.1_ASM368703v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/035/GCF_003687035.1_ASM368703v1,2018-10-24T00:00:00Z,,,65.0,2.68283,39.7,RDEQ01
Staphylococcus epidermidis,GCA_007674185.1,PRJNA543692,SAMN11792467,2397,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/674/185/GCA_007674185.1_ASM767418v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/674/185/GCF_007674185.1_ASM767418v1,2019-07-30T00:00:00Z,,,136.0,2.53155,DE0307,VEBA01
Staphylococcus epidermidis,GCA_001071215.1,PRJNA267549,SAMN03197697,2348,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/215/GCA_001071215.1_ASM107121v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/215/GCF_001071215.1_ASM107121v1,2015-07-10T00:00:00Z,,,70.0,2.4734599999999998,504_SEPI,JVEN01
Staphylococcus epidermidis,GCA_002835575.1,PRJNA421035,SAMN08131154,2473,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/835/575/GCA_002835575.1_ASM283557v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/575/GCF_002835575.1_ASM283557v1,2017-12-12T00:00:00Z,,,107.0,2.60506,bTMA-013,PIYR01
Staphylococcus epidermidis,GCA_001074075.1,PRJNA267549,SAMN03197934,2247,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/075/GCA_001074075.1_ASM107407v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/075/GCF_001074075.1_ASM107407v1,2015-07-10T00:00:00Z,,,70.0,2.40727,73_SEPI,JUVK01
Staphylococcus epidermidis,GCA_001070415.1,PRJNA267549,SAMN03197255,2334,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/415/GCA_001070415.1_ASM107041v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/415/GCF_001070415.1_ASM107041v1,2015-07-10T00:00:00Z,,,96.0,2.47725,1284_SEPI,JVVN01
Staphylococcus epidermidis,GCA_003687055.1,PRJNA415995,SAMN10232700,2414,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/055/GCA_003687055.1_ASM368705v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/055/GCF_003687055.1_ASM368705v1,2018-10-24T00:00:00Z,,,86.0,2.56223,86.4,RDEK01
Staphylococcus epidermidis,GCA_001071635.1,PRJNA267549,SAMN03197368,2412,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/635/GCA_001071635.1_ASM107163v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/635/GCF_001071635.1_ASM107163v1,2015-07-10T00:00:00Z,,,69.0,2.5086,178_SEPI,JVRE01
Staphylococcus epidermidis,GCA_001071125.1,PRJNA267549,SAMN03197642,2469,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/125/GCA_001071125.1_ASM107112v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/125/GCF_001071125.1_ASM107112v1,2015-07-10T00:00:00Z,,,63.0,2.62003,450_SEPI,JVGQ01
Staphylococcus epidermidis,GCA_001073115.1,PRJNA267549,SAMN03197671,2412,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/115/GCA_001073115.1_ASM107311v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/115/GCF_001073115.1_ASM107311v1,2015-07-10T00:00:00Z,,,67.0,2.51877,479_SEPI,JVFN01
Staphylococcus epidermidis,GCA_007676825.1,PRJNA543692,SAMN11792445,2474,32.4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/676/825/GCA_007676825.1_ASM767682v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/825/GCF_007676825.1_ASM767682v1,2019-07-30T00:00:00Z,,,1740.0,2.99907,DE0285,VEBO01
Staphylococcus epidermidis,GCA_007678095.1,PRJNA543692,SAMN11792350,2350,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/678/095/GCA_007678095.1_ASM767809v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/095/GCF_007678095.1_ASM767809v1,2019-07-30T00:00:00Z,,,83.0,2.5166,DE0190,VEDX01
Staphylococcus epidermidis,GCA_007667545.1,PRJNA543692,SAMN11792627,2283,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/667/545/GCA_007667545.1_ASM766754v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/545/GCF_007667545.1_ASM766754v1,2019-07-30T00:00:00Z,,,578.0,2.52885,DE0467,VDRI01
Staphylococcus epidermidis,GCA_003687015.1,PRJNA415995,SAMN10232698,2642,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/015/GCA_003687015.1_ASM368701v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/015/GCF_003687015.1_ASM368701v1,2018-10-24T00:00:00Z,,,83.0,2.75624,36.3,RDEM01
Staphylococcus epidermidis,GCA_003687085.1,PRJNA415995,SAMN10232699,2623,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/085/GCA_003687085.1_ASM368708v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/085/GCF_003687085.1_ASM368708v1,2018-10-24T00:00:00Z,,,85.0,2.73495,36.4,RDEL01
Staphylococcus epidermidis,GCA_003687255.1,PRJNA415995,SAMN10232701,2530,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/255/GCA_003687255.1_ASM368725v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/255/GCF_003687255.1_ASM368725v1,2018-10-24T00:00:00Z,,,87.0,2.65853,96.5,RDEJ01
